YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201905,137456,826040,1,3.21,"NNW","(ICT)WICHITA ARPT",37.69,-97.46,3741400,9727600
201905,137456,826041,1,3.51,"SE","LEHIGH",38.33,-97.26,3819800,9715600
201905,137456,826044,1,.88,"NE","AUGUSTA",37.69,-96.97,3741400,9658200
201905,137456,826045,1,5.31,"NNW","MURDOCK",37.69,-97.97,3741400,9758200
201905,137456,826046,1,4.18,"S","MAIZE",37.71,-97.46,3742600,9727600
201905,137456,826047,1,3.82,"SSE","MAIZE",37.72,-97.44,3743200,9726400
201905,137456,826048,1,.88,"SW","WICHITA",37.69,-97.34,3741400,9720400
201905,137456,826049,1,.54,"E","HAMILTON",37.98,-96.16,3758800,969600
201905,137456,826050,1,.69,"N","TURON",37.81,-98.43,3748600,9825800
201905,137456,826051,1,3.82,"NNW","LITTLE RIVER",38.45,-98.05,3827000,983000
201905,137456,826052,1,2.29,"ESE","GARDEN PLAIN",37.66,-97.64,3739600,9738400
201905,137456,826053,1,6.24,"N","VIOLA",37.57,-97.64,3734200,9738400
201905,137456,826054,1,1.28,"WSW","SALINA",38.82,-97.62,3849200,9737200
201905,137456,826055,1,2.64,"NW","(ICT)WICHITA ARPT",37.68,-97.46,3740800,9727600
201905,137456,826056,1,.69,"N","ATLANTA",37.44,-96.77,3726400,9646200
201905,137456,826264,1,5.5,"E","GARDEN PLAIN",37.67,-97.5794,3740200,9734764
201905,137456,826264,2,5.5,"ENE","GARDEN PLAIN",37.7005,-97.5871,3742030,9735226
201905,137778,827713,1,.76,"W","POTOMAC LIGHT 33 (LT3)",38.3384,-77.004,3820304,77240
201905,137778,827715,1,1.36,"NNE","BABAR POINT (BAB)",38.3286,-77.0219,3819716,771314
201905,137778,827717,1,0,"N","POTOMAC LIGHT 33 (LT3)",38.34,-76.99,3820400,7659400
201905,137778,827719,1,0,"N","ANNAPOLIS (KNAK)",38.98,-76.48,3858800,7628800
201905,137778,827720,1,0,"N","BAYSIDE ES (STVVL)",38.98,-76.31,3858800,7618600
201905,137778,827721,1,0,"N","HERRING BAY (HRB)",38.73,-76.54,3843800,7632400
201905,137778,827722,1,8.64,"NNE","GOOSES REEF BUOY (44062)",38.6729,-76.3414,3840374,7620484
201905,137778,827723,1,0,"N","THOMAS POINT (TPLM2)",38.9,-76.44,3854000,7626400
201905,137778,827724,1,0,"N","MID BAY BUOY",38.47,-76.38,3828200,7622800
201905,137778,827726,1,0,"N","BABAR POINT (BAB)",38.31,-77.03,3818600,771800
201905,137778,827727,1,0,"N","CUCKOLD CREEK (CCK)",38.31,-76.93,3818600,7655800
201905,137778,827728,1,1.27,"SW","POTOMAC LIGHT 33 (LT3)",38.328,-77.0077,3819680,77462
201905,137778,827729,1,0,"N","POTOMAC LIGHT 33 (LT3)",38.34,-76.99,3820400,7659400
201905,137778,827730,1,1.37,"W","POTOMAC LIGHT 33 (LT3)",38.337,-77.015,3820220,77900
201905,137778,827732,1,0,"N","MONROE CREEK (MON)",38.23,-76.95,3813800,7657000
201905,137778,827736,1,0,"N","COBB POINT (COB)",38.24,-76.83,3814400,7649800
201905,137778,827740,1,1.89,"NNW","MONROE CREEK (MON)",38.2557,-76.9621,3815342,7657726
201905,137778,827741,1,0,"N","PINEY POINT (PPTM2)",38.13,-76.53,387800,7631800
201905,137778,827742,1,0,"N","SOLOMONS ISLAND (SLIM2)",38.32,-76.45,3819200,7627000
201905,137778,827745,1,2.12,"ESE","SOLOMONS ISLAND (SLIM2)",38.303,-76.4174,3818180,7625044
201905,137778,827747,1,0,"N","MID BAY BUOY",38.47,-76.38,3828200,7622800
201905,137778,827748,1,0,"N","LOWER HOOPERS ISLAND (HPR)",38.26,-76.18,3815600,7610800
201905,137778,827749,1,0,"N","POTOMAC POINT LOOKOUT BUOY (44042)",38.03,-76.34,381800,7620400
201905,137778,827750,1,0,"N","ST INIGOES (KNUI)",38.13,-76.42,387800,7625200
201905,137778,827751,1,0,"N","LEWISETTA MD (LWTV2)",38,-76.47,3800,7628200
201905,137778,827752,1,0,"N","LEWISETTA (LWS)",38,-76.47,3800,7628200
201905,137778,827753,1,0,"N","POINT LOOKOUT (PTL)",38.04,-76.32,382400,7619200
201905,137778,827754,1,0,"N","RACCOON POINT (RAC)",38.14,-75.79,388400,7547400
201905,137778,827756,1,0,"N","CRISFIELD CG (CRS)",37.97,-75.88,3758200,7552800
201905,137778,827757,1,0,"N","CRISFIELD FIRE DEPARTMENT (CRSFL)",37.98,-75.86,3758800,7551600
201905,137778,827758,1,0,"N","POINT LOOKOUT (PTL)",38.04,-76.32,382400,7619200
201905,137779,827687,1,.71,"NNE","(FSM)FT SMITH MUNI A",35.3399,-94.3667,3520394,9422002
201905,137779,827688,1,1,"S","OZARK",35.4855,-93.83,3529130,9349800
201905,137779,827688,2,.06,"SSE","WEBB CITY",35.4793,-93.8294,3528758,9349764
201905,137779,827691,1,2.51,"SSW","GENTRY",36.2378,-94.5007,3614268,9430042
201905,137779,827692,1,.65,"WNW","SILOAM SPGS",36.1846,-94.5401,3611076,9432406
201905,137779,827693,1,0,"N","SILOAM SPGS ARPT",36.18,-94.48,3610800,9428800
201905,137779,827695,1,.65,"SW","HIGHFILL",36.2622,-94.3566,3615732,9421396
201905,137779,827696,1,.6,"NW","OAK GROVE",36.4567,-93.4367,3627402,9326202
201905,137780,827700,1,.83,"ENE","ARKOMA",35.3551,-94.4368,3521306,9426208
201905,137780,827701,1,.88,"ESE","OKMULGEE",35.6269,-95.9548,3537614,9557288
201905,137780,827703,1,3,"SW","BIXBY",35.9193,-95.9179,3555158,9555074
201905,137780,827704,1,.24,"W","HASKELL",35.8199,-95.6743,3549194,9540458
201905,137780,827705,1,0,"N","TAHLEQUAH",35.92,-94.97,3555200,9458200
201905,137780,827706,1,1,"E","TAHLEQUAH",35.92,-94.9521,3555200,9457126
201905,137780,827714,1,1.28,"WNW","OKMULGEE",35.6376,-95.9908,3538256,9559448
201905,137780,827714,2,1.44,"ENE","OKMULGEE",35.6358,-95.9454,3538148,9556724
201905,137780,827714,3,1.81,"SE","OKMULGEE",35.6126,-95.9459,3536756,9556754
201905,137780,827714,4,1.24,"SW","OKMULGEE",35.6165,-95.9844,3536990,9559064
201905,137780,827718,1,1.36,"E","WEST TULSA",36.1501,-95.9956,369006,9559736
201905,137780,827718,2,1.61,"E","WEST TULSA",36.1518,-95.9912,369108,9559472
201905,137780,827718,3,1.65,"E","WEST TULSA",36.1507,-95.9904,369042,9559424
201905,137780,827718,4,1.39,"E","WEST TULSA",36.1492,-95.9951,368952,9559706
201905,137780,827725,1,1.12,"E","GARDEN CITY",36.1304,-95.9999,367824,9559994
201905,137780,827725,2,1.25,"E","GARDEN CITY",36.1304,-95.9977,367824,9559862
201905,137780,827725,3,1.25,"E","GARDEN CITY",36.1298,-95.9976,367788,9559856
201905,137780,827725,4,1.14,"E","GARDEN CITY",36.1298,-95.9996,367788,9559976
201905,137780,827731,1,2.06,"ESE","GARDEN CITY",36.1188,-95.9858,367128,9559148
201905,137780,827731,2,2.23,"ESE","GARDEN CITY",36.119,-95.9824,367140,9558944
201905,137780,827731,3,2.12,"ESE","GARDEN CITY",36.1224,-95.9832,367344,9558992
201905,137780,827731,4,1.95,"ESE","GARDEN CITY",36.1222,-95.9864,367332,9559184
201905,137780,827744,1,1.32,"N","LAKE STATION",36.1388,-96.0841,368328,965046
201905,137780,827744,2,1.49,"NW","BRUNER",36.1423,-96.0719,368538,964314
201905,137780,827744,3,1.35,"N","BERRY HILL",36.1395,-96.0716,368370,964296
201905,137780,827744,4,.99,"N","LAKE STATION",36.134,-96.0831,368040,964986
201905,137780,827777,1,2.49,"ESE","BOZARTH",36.0714,-95.9768,364284,9558608
201905,137780,827777,2,2.56,"ESE","BOZARTH",36.0681,-95.9765,364086,9558590
201905,137780,827777,3,2.31,"ESE","BOZARTH",36.0676,-95.9815,364056,9558890
201905,137780,827777,4,2.16,"ESE","BOZARTH",36.0716,-95.9827,364296,9558962
201905,137780,827780,1,2.16,"ESE","GARDEN CITY",36.1187,-95.9839,367122,9559034
201905,137780,827780,2,2.08,"ESE","GARDEN CITY",36.1219,-95.984,367314,9559040
201905,137780,827780,3,1.97,"ESE","GARDEN CITY",36.1218,-95.9863,367308,9559178
201905,137780,827780,4,2.06,"ESE","GARDEN CITY",36.1188,-95.9858,367128,9559148
201905,137781,827760,1,0,"N","BALTIMORE KEY BRIDGE (FSKM2)",39.22,-76.53,3913200,7631800
201905,137783,827761,1,.95,"WNW","PATUXENT RIVER ASOS (KNAK)",38.2969,-76.4252,3817814,7625512
201905,137784,827765,1,0,"N","ANNAPOLIS (KNAK)",38.98,-76.48,3858800,7628800
201905,137784,827767,1,0,"N","KENT ISLAND (KNT)",38.92,-76.36,3855200,7621600
201905,137785,827771,1,0,"N","BALTIMORE (BLTM2)",39.27,-76.58,3916200,7634800
201905,137785,827773,1,0,"N","(KMTN)MARTIN STATE AIRPORT",39.33,-76.42,3919800,7625200
201905,137785,827778,1,0,"N","THOMAS POINT (TPLM2)",38.9,-76.44,3854000,7626400
201905,137785,827781,1,3.72,"NNW","SANDY POINT (SPT)",39.0577,-76.4324,393462,7625944
201905,137786,827782,1,0,"N","NATIONALS PARK (WSHNP)",38.87,-77.01,3852200,77600
201905,137786,827783,1,0,"N","(DCA)REAGAN NATIONAL AIRPORT",38.86,-77.03,3851600,771800
201905,137786,827784,1,0,"N","LEESYLVANIA STATE PARK (LSLVN)",38.67,-77.25,3840200,7715000
201905,137786,827785,1,0,"N","BALTIMORE KEY BRIDGE (FSKM2)",39.22,-76.53,3913200,7631800
201905,137786,827786,1,0,"N","HERRING BAY (HRB)",38.73,-76.54,3843800,7632400
201905,137786,827787,1,0,"N","KENT ISLAND (KNT)",38.92,-76.36,3855200,7621600
201905,137786,827789,1,0,"N","BLACKWALNUT HARBOR (BWH)",38.68,-76.33,3840800,7619800
201905,137786,827790,1,0,"N","MID BAY BUOY",38.47,-76.38,3828200,7622800
201905,137786,827791,1,0,"N","THOMAS POINT (TPLM2)",38.9,-76.44,3854000,7626400
201905,137786,827792,1,0,"N","BAYSIDE ES (STVVL)",38.98,-76.31,3858800,7618600
201905,137786,827793,1,1.42,"WNW","POTOMAC LIGHT 33 (LT3)",38.3447,-77.0155,3820682,77930
201905,137786,827794,1,0,"N","BABAR POINT (BAB)",38.31,-77.03,3818600,771800
201905,137786,827795,1,1.09,"E","BABAR POINT (BAB)",38.3102,-77.01,3818612,77600
201905,137786,827797,1,0,"N","POTOMAC LIGHT 33 (LT3)",38.34,-76.99,3820400,7659400
201905,137786,827798,1,0,"N","CUCKOLD CREEK (CCK)",38.31,-76.93,3818600,7655800
201905,137786,827799,1,0,"N","SOLOMONS ISLAND (SLIM2)",38.32,-76.45,3819200,7627000
201905,137786,827800,1,1.92,"SE","SOLOMONS ISLAND (SLIM2)",38.3037,-76.4212,3818222,7625272
201905,137802,827953,1,1.77,"ESE","ZION",37.97,-78.22,3758200,7813200
201905,137802,827954,1,2.14,"SSW","POINDEXTER",37.97,-78.14,3758200,788400
201905,137802,827955,1,2.29,"ENE","ZION",37.99,-78.21,3759400,7812600
201905,137802,827956,1,2.58,"ENE","LADYSMITH",38.04,-77.48,382400,7728800
201905,137802,827957,1,0,"N","KENTS STORE",37.88,-78.13,3752800,787800
201905,137802,827958,1,4.09,"NNW","HADENSVILLE",37.88,-78.04,3752800,782400
201905,137802,827959,1,.69,"N","MANGOHICK",37.81,-77.28,3748600,7716800
201905,137802,827960,1,1.64,"W","ST STEPHENS CHURCH",37.8,-77.08,3748000,774800
201905,137802,827961,1,1.29,"ESE","PALMYRA",37.86,-78.26,3751600,7815600
201905,137806,828002,1,.69,"S","PITTSBURG",37.41,-94.7,3724600,9442000
201905,137806,828002,2,2.21,"ENE","KIRKWOOD",37.3839,-94.6937,3723034,9441622
201905,137806,828002,3,1.67,"NE","KIRKWOOD",37.3845,-94.7056,3723070,9442336
201905,137806,828002,4,1.57,"S","LONE OAK",37.4077,-94.7252,3724462,9443512
201905,138245,830903,4,1.17,"ENE","LOMAX",38.5867,-95.5002,3835202,9530012
201905,138245,830904,1,2.13,"NE","SILKVILLE",38.45,-95.45,3827000,9527000
201905,138245,830904,2,.84,"S","WILLIAMSBURG",38.468,-95.4729,3828080,9528374
201905,138245,830904,3,.82,"ENE","WILLIAMSBURG",38.4841,-95.4558,3829046,9527348
201905,138245,830904,4,2.5,"ESE","WILLIAMSBURG",38.4614,-95.4304,3827684,9525824
201905,138245,830905,1,0,"N","OTTAWA",38.62,-95.27,3837200,9516200
201905,138245,830905,2,2.88,"NW","OTTAWA MUNI ARPT",38.5574,-95.2902,3833444,9517412
201905,138245,830905,3,1.54,"N","OTTAWA MUNI ARPT",38.5523,-95.2516,3833138,9515096
201905,138245,830905,4,1.37,"ESE","OTTAWA",38.6104,-95.2479,3836624,9514874
201905,138245,830906,1,2.53,"NE","BURLINGTON",38.2275,-95.7191,3813650,9543146
201905,138245,830906,2,2.06,"ENE","BURLINGTON ARPT",38.2288,-95.7638,3813728,9545828
201905,138245,830906,3,5.22,"SSW","BURLINGTON",38.1275,-95.7768,387650,9546608
201905,138245,830906,4,4.23,"NW","LE ROY ARPT",38.1351,-95.6937,388106,9541622
201905,138245,830907,1,2.33,"SSW","EUDORA",38.92,-95.12,3855200,957200
201905,138245,830907,2,1.96,"SW","EUDORA",38.9288,-95.1242,3855728,957452
201905,138245,830907,3,2.51,"SW","EUDORA",38.9257,-95.1348,3855542,958088
201905,138245,830907,4,2.63,"SW","EUDORA",38.9186,-95.1277,3855116,957662
201905,138245,830908,1,2.57,"ENE","WESTPHALIA",38.2,-95.46,3812000,9527600
201905,138245,830908,2,4.7,"NNE","WESTPHALIA",38.2416,-95.4635,3814496,9527810
201905,138245,830908,3,4.24,"N","WESTPHALIA",38.241,-95.4921,3814460,9529526
201905,138245,830908,4,1.33,"N","WESTPHALIA",38.1993,-95.4989,3811958,9529934
201905,138245,830909,1,3,"NE","MONT IDA",38.25,-95.33,3815000,9519800
201905,138245,830909,2,3.64,"NE","MONT IDA",38.2618,-95.3292,3815708,9519752
201905,138245,830909,3,3.19,"NNE","MONT IDA",38.2604,-95.3413,3815624,9520478
201905,138245,830909,4,2.71,"NE","MONT IDA",38.2505,-95.3386,3815030,9520316
201905,138245,830911,1,4.84,"S","AMIOT",38.26,-95.48,3815600,9528800
201905,138245,830911,2,4.78,"SSW","AMIOT",38.266,-95.5134,3815960,9530804
201905,138245,830911,3,5.09,"N","WESTPHALIA",38.2526,-95.5162,3815156,9530972
201905,138245,830911,4,5.02,"N","WESTPHALIA",38.2516,-95.4841,3815096,9529046
201905,138245,830912,1,4.64,"WSW","GRIDLEY",38.0867,-95.9636,385202,9557816
201905,138245,830912,2,3.62,"N","GRIDLEY",38.1523,-95.8765,389138,9552590
201905,138245,830912,3,6.5,"NW","GRIDLEY",38.1646,-95.9671,389876,9558026
201905,138245,830912,4,7.3,"W","GRIDLEY",38.0971,-96.0141,385826,96846
201905,138245,830913,1,1.08,"W","GARNETT",38.28,-95.25,3816800,9515000
201905,138245,830913,2,2.32,"SW","GARNETT",38.2552,-95.2587,3815312,9515522
201905,138245,830913,3,1.77,"S","GARNETT",38.2544,-95.2308,3815264,9513848
201905,138245,830913,4,.06,"NNE","GARNETT",38.2807,-95.2295,3816842,9513770
201905,138245,830914,1,.54,"E","BURLINGTON",38.2,-95.74,3812000,9544400
201905,138245,830914,2,4.67,"ENE","GRIDLEY",38.1293,-95.8026,387758,9548156
201905,138245,830914,3,2.76,"NW","LE ROY ARPT",38.1265,-95.6679,387590,9540074
201905,138245,830914,4,4.27,"E","BURLINGTON",38.1941,-95.6717,3811646,9540302
201905,138245,830915,1,.54,"W","LE ROY",38.08,-95.64,384800,9538400
201905,138245,830915,2,2.57,"WNW","LE ROY ARPT",38.1174,-95.6718,387044,9540308
201905,138245,830915,3,4.74,"WSW","LE ROY",38.0511,-95.7091,383066,9542546
201905,138245,830915,4,2.34,"SSW","LE ROY",38.0481,-95.6447,382886,9538682
201905,138245,830916,1,5.98,"W","LE ROY ARPT",38.1,-95.74,386000,9544400
201905,138245,830916,2,5.24,"E","GRIDLEY",38.1056,-95.784,386336,9547040
201905,138245,830916,3,6.71,"E","GRIDLEY",38.0831,-95.7585,384986,9545510
201905,138245,830916,4,5.06,"W","LE ROY ARPT",38.0939,-95.7227,385634,9543362
201905,138245,830917,1,7,"NE","PLYMOUTH",38.4968,-96.2356,3829808,9614136
201905,138245,830917,2,3.53,"WNW","(EMP)EMPORIA MUNI AR",38.3405,-96.2438,3820430,9614628
201905,138245,830917,3,2.49,"SE","NEOSHO RAPIDS",38.3413,-95.952,3820478,9557120
201905,138245,830917,4,4.81,"S","READING",38.4511,-95.9366,3827066,9556196
201905,138245,830918,1,3.87,"W","GRIDLEY",38.11,-95.95,386600,9557000
201905,138245,830918,2,2.4,"W","GRIDLEY",38.1008,-95.924,386048,9555440
201905,138245,830918,3,1.88,"WNW","GRIDLEY",38.1096,-95.9124,386576,9554744
201905,138245,830918,4,3.16,"WNW","GRIDLEY",38.1176,-95.9337,387056,9556022
201905,138245,830920,1,6.58,"NNE","PLYMOUTH",38.51,-96.28,3830600,9616800
201905,138245,830920,2,6.33,"N","PLYMOUTH",38.5116,-96.3186,3830696,9619116
201905,138245,830920,3,5.65,"N","PLYMOUTH",38.5017,-96.3159,3830102,9618954
201905,138245,830920,4,5.98,"NNE","PLYMOUTH",38.5009,-96.2805,3830054,9616830
201905,138245,830929,1,4.87,"S","EUDORA",38.88,-95.09,3852800,955400
201905,138246,830952,1,2.52,"NW","GRANITE",43.5,-96.5986,4330000,9635916
201905,138246,830952,2,2.1,"N","GRANITE",43.5,-96.5627,4330000,9633762
201905,138246,830952,3,1.59,"SSE","GRANITE",43.4483,-96.5597,4326898,9633582
201905,138246,830952,4,2.26,"E","KLONDIKE",43.3856,-96.4856,4323136,9629136
201905,138246,830952,5,.59,"NE","KLONDIKE",43.3853,-96.5208,4323118,9631248
201905,138246,830952,6,2.43,"SW","GRANITE",43.4425,-96.6002,4326550,9636012
201905,138246,830952,7,1.14,"NW","GRANITE",43.4825,-96.5849,4328950,9635094
201905,138246,830955,1,.38,"NNE","KLONDIKE",43.385,-96.527,4323100,9631620
201905,138246,830955,2,1.5,"E","KLONDIKE",43.384,-96.5007,4323040,9630042
201905,138246,830955,3,4.8,"SW","INWOOD",43.2728,-96.52,4316368,9631200
201905,138246,830955,4,5.2,"ESE","BELOIT",43.2594,-96.5206,4315564,9631236
201905,138246,830955,5,3.55,"ESE","BELOIT",43.2601,-96.5549,4315606,9633294
201905,138246,830955,6,2.32,"ESE","BELOIT",43.2672,-96.5774,4316032,9634644
201905,138246,830955,7,1.95,"NE","BELOIT",43.297,-96.589,4317820,9635340
201905,138246,830955,8,4.35,"WSW","INWOOD",43.2971,-96.5305,4317826,9631830
201905,138246,830956,1,3.46,"NW","FAIRVIEW",43.2601,-96.5549,4315606,9633294
201905,138246,830956,2,2.28,"NNW","FAIRVIEW",43.2594,-96.5206,4315564,9631236
201905,138246,830956,3,1.32,"WSW","FAIRVIEW",43.2218,-96.5236,4313308,9631416
201905,138246,830956,4,3.37,"W","FAIRVIEW",43.2308,-96.5669,4313848,9634014
201905,138246,830956,5,3.57,"WNW","FAIRVIEW",43.2416,-96.5691,4314496,9634146
201905,138246,830956,6,2.75,"WNW","FAIRVIEW",43.2472,-96.5493,4314832,9632958
201905,138246,830958,1,1.58,"WSW","FAIRVIEW",43.2246,-96.5304,4313476,9631824
201905,138246,830958,2,1.98,"E","FAIRVIEW",43.2354,-96.4614,4314124,9627684
201905,138246,830958,3,2.71,"NW","LEBANON",43.1242,-96.4124,437452,9624744
201905,138246,830958,4,3.55,"WSW","LEBANON",43.083,-96.4364,434980,9626184
201905,138246,830958,5,4.93,"WSW","LEBANON",43.083,-96.4649,434980,9627894
201905,138246,830958,6,3.62,"WNW","LEBANON",43.1197,-96.4365,437182,9626190
201905,138246,830958,7,5.42,"SSE","FAIRVIEW",43.1559,-96.4645,439354,9627870
201905,138246,830958,8,.93,"ESE","FAIRVIEW",43.2256,-96.4826,4313536,9628956
201905,138246,830959,1,4.48,"WSW","LEBANON",43.08,-96.4545,434800,9627270
201905,138246,830959,2,3.42,"WSW","LEBANON",43.08,-96.4319,434800,9625914
201905,138246,830959,3,.89,"SSW","CHATSWORTH",42.9093,-96.5097,4254558,9630582
201905,138246,830959,4,2.1,"WSW","CHATSWORTH",42.909,-96.5386,4254540,9632316
201905,138246,830959,5,3.77,"NW","HAWARDEN",43.0451,-96.5121,432706,9630726
201905,138246,830963,1,5.46,"N","AKRON",42.9085,-96.5382,4254510,9632292
201905,138246,830963,2,5.78,"NNE","AKRON",42.9038,-96.4962,4254228,9629772
201905,138246,830963,3,1.4,"N","WESTFIELD",42.7702,-96.6025,4246212,9636150
201905,138246,830963,4,2.12,"NW","WESTFIELD",42.7739,-96.6263,4246434,9637578
201905,138246,830963,5,1.47,"WSW","AKRON",42.8245,-96.578,4249470,9634680
201905,138246,830965,1,2.13,"NW","WESTFIELD",42.7743,-96.6258,4246458,9637548
201905,138246,830965,2,1.47,"NNE","WESTFIELD",42.77,-96.59,4246200,9635400
201905,138246,830965,3,1.38,"S","WESTFIELD",42.73,-96.6,4243800,9636000
201905,138246,830965,4,2.54,"W","MILLNERVILLE",42.68,-96.55,4240800,9633000
201905,138246,830965,5,3.29,"W","MILLNERVILLE",42.673,-96.564,4240380,9633840
201905,138246,830965,6,3.27,"S","WESTFIELD",42.7029,-96.6054,4242174,9636324
201905,138246,830965,7,3.16,"SSW","WESTFIELD",42.7076,-96.6233,4242456,9637398
201905,138246,830965,8,1.02,"WNW","WESTFIELD",42.7551,-96.6188,4245306,9637128
201905,138246,830997,1,3.77,"WSW","MONTGOMERY",43.41,-95.27,4324600,9516200
201905,138246,830997,2,1.47,"SSW","MONTGOMERY",43.41,-95.21,4324600,9512600
201905,138246,830997,3,1.66,"WSW","WEST OKOBOJI",43.34,-95.2,4320400,9512000
201905,138246,830997,4,1.38,"S","FULLER FLD ARPT",43.31,-95.15,4318600,959000
201905,138246,830997,5,5.18,"S","FULLER FLD ARPT",43.2555,-95.1609,4315330,959654
201905,138246,830997,6,7.74,"SW","FULLER FLD ARPT",43.2554,-95.2648,4315324,9515888
201905,138246,830997,7,5.3,"SW","WEST OKOBOJI",43.3,-95.25,4318000,9515000
201905,138246,830998,1,4.79,"W","FOSTORIA",43.2554,-95.2648,4315324,9515888
201905,138246,830998,2,.6,"NE","FOSTORIA",43.2555,-95.1609,4315330,959654
201905,135728,814322,1,.56,"E","EMBREEVILLE JCT",36.3,-82.37,3618000,8222200
201905,135728,814323,1,0,"N","LOUISVILLE",35.82,-84.05,3549200,843000
201905,135728,814324,1,1.32,"WSW","DU PONT",35.81,-83.72,3548600,8343200
201905,135728,814327,1,1.78,"NW","KNOB CREEK",35.85,-83.75,3551000,8345000
201905,135728,814328,1,1.49,"NNE","SUBURBAN HILLS",35.92,-84.04,3555200,842400
201905,135728,814329,1,.89,"NW","PITNER",35.89,-83.76,3553400,8345600
201905,135728,814330,1,.56,"W","WEST KNOXVILLE",35.97,-83.96,3558200,8357600
201905,135728,814331,1,1.81,"ENE","CORRYTON",36.16,-83.75,369600,8345000
201905,135728,814332,1,1.38,"N","OAKLAND",36.29,-82.62,3617400,8237200
201905,135728,814333,1,.89,"NW","BULLS GAP",36.26,-83.09,3615600,835400
201905,135728,814336,1,.89,"NW","ROGERSVILLE",36.41,-83.01,3624600,83600
201905,135728,814338,1,.89,"SE","(TYS)MCGHEE TYSON KN",35.81,-83.99,3548600,8359400
201905,135729,825511,1,.69,"S","WESTON",41.34,-83.8,4120400,8348000
201905,135729,825512,1,1.24,"WNW","OAK HARBOR",41.53,-83.17,4131800,8310200
201905,135729,825513,1,.52,"E","BOWLING GREEN",41.37,-83.66,4122200,8339600
201905,135729,827561,1,0,"N","BOWLING GREEN",41.37,-83.67,4122200,8340200
201905,135729,827564,1,.52,"E","HASKINS",41.47,-83.71,4128200,8342600
201905,135729,827565,1,1.24,"ESE","PORT CLINTON",41.51,-82.93,4130600,8255800
201905,135729,827566,1,.86,"SE","LINDSEY",41.41,-83.21,4124600,8312600
201905,135729,827567,1,0,"N","CLYDE",41.32,-82.97,4119200,8258200
201905,135729,827568,1,.52,"E","WEIKER ARPT",41.23,-83.02,4113800,831200
201905,135729,827569,1,.52,"E","CRYSTAL ROCK",41.45,-82.84,4127000,8250400
201905,135729,827570,1,.52,"E","SANDUSKY",41.45,-82.71,4127000,8242600
201905,135729,827571,1,0,"N","AVERY",41.33,-82.63,4119800,8237800
201905,135729,827572,1,0,"N","NORWALK HURON CO ARP",41.25,-82.55,4115000,8233000
201905,135729,827574,1,1.48,"SSW","BROWNHELM STATION",41.4,-82.31,4124000,8218600
201905,135729,827575,1,2.18,"ESE","AVON LAKE",41.51,-81.98,4130600,8158800
201905,135729,827576,1,0,"N","BEREA",41.37,-81.85,4122200,8151000
201905,135729,827577,1,1.24,"WNW","LYNDHURST",41.53,-81.5,4131800,8130000
201905,135729,827578,1,.86,"NW","WILLOUGHBY",41.64,-81.41,4138400,8124600
201905,135729,827579,1,0,"N","CANTON",40.8,-81.38,4048000,8122800
201905,135729,829890,1,0,"N","CLYDE",41.32,-82.97,4119200,8258200
201905,135729,829891,1,.52,"W","(CGF)CUYAHOGA CO ARP",41.57,-81.49,4134200,8129400
201905,135730,825507,1,.86,"SE","LAKE CITY",42.01,-80.34,42600,8020400
201905,135730,825508,1,.69,"N","EDINBORO",41.88,-80.13,4152800,807800
201905,135730,825509,1,1.24,"SE","ITLEY",41.91,-80.06,4154600,803600
201905,135731,814339,1,1.8,"ESE","BOWLING",36.66,-83.07,3639600,834200
201905,135731,814341,1,.89,"NW","JONESVILLE",36.69,-83.11,3641400,836600
201905,135733,814370,1,.99,"W","MAGUNDEN",35.3688,-118.9176,3522128,11855056
201905,135733,814371,1,1.24,"SE","EAST POTERVILLE",36.0597,-118.9817,363582,11858902
201905,135739,814403,1,1.73,"SSE","ANITA MUNI ARPT",41.4087,-94.7524,4124522,9445144
201905,135739,814403,2,1.12,"ESE","ANITA MUNI ARPT",41.4243,-94.7497,4125458,9444982
201905,135739,814521,1,3.32,"SSE","ADAIR",41.4557,-94.6249,4127342,9437494
201905,135739,814521,2,1.52,"E","ADAIR",41.504,-94.6212,4130240,9437272
201905,135739,814523,1,1.52,"E","ADAIR",41.504,-94.6212,4130240,9437272
201905,135739,814523,2,2.45,"NE","ADAIR",41.524,-94.6152,4131440,9436912
201905,135739,822243,1,1.25,"ESE","ANITA MUNI ARPT",41.42,-94.75,4125200,9445000
201905,135739,822244,1,2.31,"NNE","GYPSUM",42.5,-94.11,4230000,946600
201905,135740,827868,1,1.49,"SSW","(NRC)NAF CROWS LANDI",37.4,-121.13,3724000,1217800
201905,135740,828541,1,1.76,"NE","OAKDALE",37.79,-120.83,3747400,12049800
201905,135740,828543,1,1.09,"W","MAYFAIR",38,-121.32,3800,12119200
201905,135740,828545,1,2.29,"WNW","STOCKTON",37.98,-121.34,3758800,12120400
201905,135740,828545,2,2.29,"WNW","STOCKTON",37.9827,-121.3389,3758962,12120334
201905,135740,828545,3,2.4,"WNW","STOCKTON",37.9847,-121.3399,3759082,12120394
201905,135740,828545,4,.95,"SW","MORADA",38.0211,-121.2833,381266,12116998
201905,135740,828545,5,1.33,"NE","MAYFAIR",38.0121,-121.281,38726,12116860
201905,135740,828546,1,4.96,"SSW","HOLT",37.86,-121.45,3751600,12127000
